Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCD4	1471.37539211876	-0.594346326330783	0.0715558326440905	-8.30605003629803	9.89405261910828e-17	4.34473171124251e-16
ABCE1	4903.41035038851	0.359587515406765	0.0704054465056364	5.10738207416918	3.26652827880061e-07	7.24369068041159e-07
ABCF1	4284.87761454258	0.400099993401999	0.0572867466497262	6.98416329781072	2.86558602217162e-12	9.33428460829530e-12
ABCF2	3277.70486400277	0.383613030596335	0.0575554271455006	6.6651061354572	2.64474157344443e-11	8.00939694097277e-11
ABCF3	2647.99862513784	0.490111225180459	0.0682557718861549	7.18050959848384	6.9452053281616e-13	2.36235855952934e-12
ABCG1	2242.94282633858	0.883563714889915	0.104293488606667	8.47189720752549	2.4142814393996e-17	1.11025966806335e-16
ABCG2	466.735534355919	-1.39646353620008	0.156538434276688	-8.92089883645943	4.62518946354257e-19	2.38504292513416e-18
ABHD1	72.7650260596735	-0.833158195929532	0.15430394617138	-5.39946136571369	6.68412759879433e-08	1.5649889844898e-07
ABHD10	1913.38962076171	0.222013471952333	0.0738695024446599	3.0054821625292	0.002651601481187	0.0040504798756987
ABHD11	1847.36005445293	1.28494659997103	0.110071330289942	11.6737627916945	1.73572608322399e-31	1.8493692301594e-30
ABHD12	3321.92005276924	1.11798500028666	0.0735669568928361	15.1968362904451	3.71116350706307e-52	1.09590519368685e-50
ABHD13	1512.21088266589	-0.205752877289172	0.0586675597068792	-3.50709793141518	0.000453022391996207	0.000753158682065175
ABHD14A	659.353046587623	-0.360917297366067	0.103318388566514	-3.49325325698159	0.00047717373108679	0.000790560261137592
ABHD14B	5409.51539048696	-0.713535655227505	0.0931701244169361	-7.65841689804378	1.88238981203333e-14	7.09620008270466e-14
ABHD15	1590.51697268532	-0.566001207094168	0.146849170874157	-3.85430304934582	0.000116059766795431	0.000204874785917067
ABHD2	14192.0522017027	1.2331749131581	0.140144029476458	8.79933963483793	1.37623582720019e-18	6.8742042315869e-18
ABHD3	1277.158438602	0.867498021576546	0.113564790266379	7.63879385099673	2.19266046374262e-14	8.23043628963516e-14
ABHD4	2743.62852240017	0.0834230194193532	0.0853650391227432	0.977250409261832	0.328445197386455	0.372608080401944
ABHD5	3343.89842596644	-0.615493684843167	0.100492295563518	-6.12478480456376	9.08062501369295e-10	2.46288916135061e-09
ABHD6	665.285941226161	-1.08663806734512	0.129706993300601	-8.37763670017998	5.40010285042361e-17	2.42052933053809e-16
ABHD8	555.647847278599	0.36778412461554	0.099871753380661	3.68256401000323	0.000230899865704978	0.000395853444477255
ABI1	4427.07739961978	0.172572606835845	0.0525635645265556	3.28312222335417	0.00102664143660758	0.00164892124810195
ABI2	4168.01397219909	-0.184053441030937	0.0770847398165651	-2.38767674988487	0.0169552475618324	0.0235192908869224
ABI3	475.478899552948	0.114971039762934	0.107649752817231	1.06801025319708	0.285515886775704	0.327988636888328
ABI3BP	3709.70123837422	-2.08439402103701	0.197780046424962	-10.5389500038763	5.71332043770052e-26	4.44685834067619e-25
ABL1	6476.1498658159	-0.253784290573227	0.0615370289631073	-4.12409072796439	3.7220217050251e-05	6.906632180106e-05
ABL2	3291.52270544137	0.401890988421191	0.0708882180797061	5.66936226227762	1.43330023295645e-08	3.5593246257465e-08
ABLIM1	13442.6722686036	-1.28593300164814	0.0973529016425571	-13.2089848371402	7.78674844381939e-40	1.25937678164706e-38
ABLIM2	208.753852852051	-0.0585349449560318	0.135554419080838	-0.431818788003691	0.665873123277974	0.703244753538908
ABLIM3	3895.11884761324	-1.373195115128	0.168767470160099	-8.13661017626999	4.0649892321347e-16	1.71255183546706e-15
ABO	57.0872447322222	-0.340805110386876	0.234514471191564	-1.45323701627132	0.146157957893037	0.17659680009312
ABR	4920.74944036655	-0.278210100216091	0.0649503729450631	-4.28342575417403	1.84037528984043e-05	3.50663097456426e-05
ABT1	1424.34570245576	0.211467754630271	0.0570891008353092	3.70417035013941	0.000212083706630802	0.000364745116137105
ABTB1	1304.90999267392	-0.906431104341328	0.100606904732151	-9.00963116552041	2.06750650550269e-19	1.088201271204e-18
ABTB2	399.942322013011	0.269922956235064	0.161636967883561	1.66993330652867	0.0949325597068429	0.118301844003256
ACAA1	3135.85725102405	0.0263329153340567	0.103388986191838	0.25469749055471	0.798956754589882	0.823716839694531
ACAA2	4737.6426849754	-1.28797172409412	0.121717398437396	-10.5816566951731	3.62491247424444e-26	2.85949198631119e-25
ACACA	7705.531882023	-0.0848611744820738	0.126938950105019	-0.668519586871222	0.503801983318894	0.548498582916021
ACACB	11615.3672096487	-3.82763196251492	0.20684291256601	-18.5050186880027	1.88113662182023e-76	2.23034912702882e-74
ACAD10	1459.41709949097	0.0820988394636669	0.0710173984825857	1.15603839647546	0.247665451908135	0.287884159747853
ACAD11	1376.51062484296	-1.14720392885398	0.0905047505936428	-12.6756211284954	8.07167604083384e-37	1.1077655307912e-35
ACAD8	1471.72420326351	-0.266459886109451	0.0794880410216279	-3.35220094349727	0.00080171805480599	0.0013007811509657
ACAD9	2471.92777553263	0.00233570128934251	0.0693779996237396	0.0336663106749951	0.973143243921907	0.977669203198557
ACADL	345.20080134896	-4.2777203425092	0.280194698826877	-15.2669567283722	1.26961475014957e-52	3.8799525184319e-51
ACADM	3927.87205966303	-0.660759727719306	0.116030624289632	-5.69470113398628	1.23588215061634e-08	3.07877182196983e-08
ACADS	1614.38049423862	-1.70219778893734	0.152892972618244	-11.1332637451397	8.64124760582056e-29	7.94541303184749e-28
ACADSB	6521.51116482273	0.141995465978129	0.157017870179761	0.904326786598027	0.365822147120341	0.410784692582828
ACADVL	12515.8000584204	-0.985082639362278	0.0935972152903701	-10.5247002948348	6.6472647984923e-26	5.15089526326413e-25
ACAN	162.281116148055	2.50477110401322	0.231950867441587	10.7987141054517	3.49057685222008e-27	2.92937234607017e-26
ACAP1	270.854257519251	0.495357412964774	0.198619177356361	2.49400596436873	0.0126310422005146	0.0177743088042044
ACAP2	4296.11527903437	-0.0157625256360263	0.0780583837199639	-0.201932513649971	0.839969483415293	0.860598972384884
ACAP3	1279.05901050809	0.342664914403319	0.0979653030435245	3.49781916410832	0.000469079074368828	0.000777639605101141
ACAT1	4716.95898720298	-0.928958431995744	0.136845635685042	-6.78836725296665	1.1340966116239e-11	3.52733125615331e-11
ACAT2	1176.89890155254	0.695276932896373	0.0944104607979784	7.36440567093663	1.77937821642551e-13	6.31390978731184e-13
ACBD3	5359.2662617077	0.888209976962567	0.0691674721913874	12.8414404751539	9.60701034930526e-38	1.39111979979977e-36
ACBD4	603.139035219158	-0.592630676505302	0.108952611763734	-5.4393434623709	5.34772723473658e-08	1.26221090801618e-07
ACBD5	2538.98285561513	0.305875955367654	0.0780685973485561	3.91804087374591	8.92715712802168e-05	0.000159370928055897
ACBD6	1137.73930792397	0.696658191368265	0.0600640836945784	11.5985818565172	4.18963254709618e-31	4.37525269107018e-30
ACBD7	190.210995213179	0.780791589004796	0.209709603842648	3.72320377654545	0.000196710626849274	0.000339528226224409
ACCN2	347.107881768023	-0.346588205210895	0.162840852646527	-2.12838608726289	0.0333050857122949	0.0444810617936122
ACCS	699.339923922647	-1.16249446153496	0.100417547628107	-11.5766067683729	5.4147170271542e-31	5.61371944781029e-30
ACD	798.368667641961	-0.0530713345826918	0.0718454918347236	-0.738687052275727	0.460097049779383	0.505628990032134
ACE	1894.92362895762	-0.186528112076503	0.121946248038205	-1.52959287454309	0.126117534282303	0.153963567244533
ACE2	71.9314175058553	-0.498962297260342	0.286187556721244	-1.74348005544611	0.0812497951756085	0.102399937669771
ACER2	519.68834043876	-0.608075826647526	0.139229296569776	-4.36744163497792	1.2571037424318e-05	2.43260141298405e-05
ACER3	1625.25961254725	-0.295539424091014	0.136813874176623	-2.16015682524626	0.0307605311994133	0.0412714044485279
ACHE	58.5378409721647	-0.331640287219311	0.182137917434703	-1.82081958490717	0.0686342861910493	0.0875288361461105
ACIN1	7815.67841618302	0.0588726929493234	0.048844954380963	1.20529732692859	0.228088541172072	0.267235916913768
ACLY	11369.3292430362	0.467044452467295	0.0991385940654685	4.71102557858417	2.46473295681802e-06	5.06732385867841e-06
ACN9	382.670511895585	-0.165266629997543	0.111196791177947	-1.48625358921615	0.137212057633113	0.166463835729847
ACO1	6832.44520205096	-1.93661234058884	0.153505504469086	-12.6159146363305	1.72542721593652e-36	2.31559674622154e-35
ACO2	7746.84113048172	-0.185290076970857	0.112107294398996	-1.65279233580822	0.0983731344339564	0.122280147949634
ACOT1	2176.18730618222	-0.760699680203867	0.145255832329949	-5.23696479516178	1.63238814549548e-07	3.70535895585408e-07
ACOT11	133.496023959079	0.580847595779237	0.188061761992115	3.08860020041497	0.0020110186526879	0.00311204643123018
ACOT13	1740.76735899401	0.29901151511163	0.075940473620261	3.93744601339771	8.23534519759742e-05	0.00014751748459976
ACOT2	1326.53873002352	-0.708119912476685	0.135758389100893	-5.21603060530148	1.82797985516238e-07	4.13682754535814e-07
ACOT4	595.155799319938	1.08855954883337	0.151032692959947	7.20744315352998	5.70122278267308e-13	1.94720775525172e-12
ACOT7	1021.17027533216	1.31688403528655	0.103510338781766	12.7222464034532	4.44883587699454e-37	6.1973226982621e-36
ACOT8	731.754359965469	0.630151695785645	0.0739432943096628	8.52209387840729	1.56694296154765e-17	7.27594922280475e-17
ACOT9	1313.9259629266	-0.275525090979837	0.0894585804401114	-3.07991798689773	0.00207057602535545	0.00320044239794452
ACOX1	6172.95122459207	-0.40908964516797	0.102957984363841	-3.97336493809257	7.08643480390338e-05	0.000127929010214943
ACOX2	1195.6570821333	0.797717323568781	0.206058862562985	3.87130800222167	0.000108252905241554	0.000191737623582394
ACOX3	1622.05909896885	0.22326982396406	0.0878589129202776	2.54123135084375	0.0110462800051914	0.0156686866422474
ACP1	4059.59621897997	0.613938321364438	0.0648728393285552	9.46371898808196	2.97181214853022e-21	1.76241089771241e-20
ACP2	2792.90190679701	0.620803086666638	0.0810794203556825	7.6567282294727	1.90729655089163e-14	7.18150890902819e-14
ACP5	2831.94915612245	0.507667387571686	0.159233184895541	3.18820092623735	0.00143161019913967	0.00225705471208093
ACP6	765.781285293041	0.338286810265882	0.108221006307998	3.12588860339291	0.00177268687210817	0.00276111213811475
ACPL2	1259.80771504835	0.481449903973676	0.083179062001551	5.78811412858561	7.1181043936738e-09	1.81216319315212e-08
ACPP	118.637028371913	0.860355623480573	0.184842116884701	4.65454322846366	3.2469971201155e-06	6.61694205054295e-06
ACRBP	68.464612147739	0.574278493027447	0.133404733998368	4.3047834646893	1.67149144590918e-05	3.19642840292771e-05
ACRC	57.412550721203	-0.882144531393821	0.108375880498353	-8.13967579628781	3.96337741040752e-16	1.67152977760674e-15
ACSF2	2368.6679908119	-0.194692041024	0.13306502368904	-1.46313460612292	0.143430550206206	0.173500793663828
ACSF3	813.353768465182	-0.144359032792745	0.0800468565940367	-1.8034316266143	0.071320454414599	0.0906612048096583
ACSL1	27038.0430873326	-2.58484912193344	0.195409174121057	-13.2278800806563	6.05717985972936e-40	9.84697620701777e-39
ACSL3	11312.0462051566	0.394027831656706	0.131905900539611	2.98718882206774	0.00281555763830943	0.00428805566916182
ACSL4	3945.38029728011	-1.06555557866419	0.122044422639406	-8.73088303111152	2.52691906778271e-18	1.23979423708356e-17
ACSL5	1994.78826620696	-0.784736443348435	0.129578360187934	-6.05607635573018	1.39481813763371e-09	3.73364237181224e-09
ACSM1	251.547001574509	-2.19349610156444	0.296987022732082	-7.38583147972509	1.51503584829962e-13	5.40144704766827e-13
ACSM3	365.212280640363	-1.97072876393237	0.235516931727491	-8.36767339603692	5.87670091516379e-17	2.62818198330169e-16
ACSM5	581.38612570094	-3.9681148110749	0.220550109054726	-17.9918968441329	2.25504998359533e-72	1.95383973578652e-70
ACSS1	2664.16695000833	0.67331476857499	0.134637515814464	5.00094468099697	5.70500816302748e-07	1.24034570140329e-06
ACSS2	5129.11315170167	-1.76587128762472	0.12116642241246	-14.5739327155634	4.11503471857468e-48	1.00760842355907e-46
ACSS3	1633.67015111288	-1.09953297557848	0.198448079789941	-5.54065817488557	3.01336914106335e-08	7.26572140449968e-08
ACTA1	89.4423123445657	0.482847913509071	0.316463298897237	1.52576275097816	0.127068960420352	0.155041042778438
ACTA2	39749.3122039023	-1.37666353069125	0.14036469406672	-9.80776212882191	1.04254933297169e-22	6.73768870148797e-22
ACTB	226674.308890443	0.486128291381057	0.076568081726062	6.34896787829008	2.1676428422261e-10	6.15773013494206e-10
ACTG1	162877.8300141	0.673464078087604	0.0677960795022066	9.93367290605181	2.97105636957724e-23	1.98016009686659e-22
ACTG2	7306.9428758151	-2.47782254199057	0.248165826025882	-9.98454372896674	1.78118650134238e-23	1.204956239368e-22
ACTL6A	2906.28336738603	0.965952410077076	0.0694140388432666	13.9158076114566	5.0783054426441e-44	1.02142600159509e-42
ACTN1	18927.2765261007	-0.243739419916521	0.0880567578124471	-2.76798085657053	0.00564047687150162	0.00829398356832423
ACTN2	80.4010891011183	3.25513782313648	0.32803710743905	9.92307805829952	3.3040655521614e-23	2.19560934226857e-22
ACTN4	26977.3424995404	0.137033291595667	0.0801143948870686	1.71047028176188	0.0871789443208933	0.109278598807326
ACTR10	3078.59527678769	-0.0194604655490312	0.05548812995651	-0.35071402774402	0.725802900610774	0.7573073472991
ACTR1A	7041.56579071867	0.16439888037784	0.0656522707666929	2.50408521225505	0.0122768462302854	0.0173114180636118
ACTR1B	3228.75341970761	-0.206908527741371	0.0642360908523593	-3.22106350177709	0.00127715846327672	0.00202876113704146
ACTR2	18318.6981200587	0.682770229133466	0.0625444128549127	10.9165662921374	9.60590339371208e-28	8.27282854262402e-27
ACTR3	10695.2924809733	0.733295935054156	0.065108472946635	11.262680598502	2.00563506005978e-29	1.91677934921713e-28
ACTR3B	563.382364118746	0.268205945928464	0.126576276598794	2.11892744150305	0.0340965994235836	0.0454573280614212
ACTR3C	99.053491602274	0.378457813485407	0.118340514875163	3.19804095735632	0.00138364627127248	0.00218624429375708
